,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters,schedule_exp_const
51,100,970.8941332462106,179,0.1382177999475971,"[0, 3, 32, 9, 12, 35, 14, 48, 4, 23, 45, 5, 10, 43, 1, 30, 15, 24, 29, 7, 13, 22, 27, 34, 31, 16, 39, 18, 41, 25, 21, 40, 49, 26, 6, 42, 28, 46, 33, 2, 17, 44, 36, 8, 47, 38, 19, 37, 11, 20]",exponential,50,,0.001,49.96545748736316,50,1000,0.005
52,500,645.3563321492727,725,0.24596450000535697,"[25, 0, 16, 43, 38, 49, 29, 7, 20, 6, 4, 41, 3, 9, 44, 12, 32, 15, 31, 14, 1, 46, 30, 39, 17, 48, 2, 28, 45, 23, 40, 27, 24, 37, 22, 5, 36, 13, 18, 34, 26, 35, 33, 47, 8, 21, 19, 42, 11, 10]",exponential,50,,0.001,49.93854667108745,50,1000,0.005
53,1000,530.6978857063465,1265,0.4074549999786541,"[25, 17, 16, 43, 12, 24, 18, 3, 32, 15, 41, 4, 23, 9, 42, 27, 48, 31, 2, 45, 7, 6, 20, 39, 0, 46, 28, 22, 14, 5, 33, 38, 35, 1, 29, 30, 36, 13, 37, 19, 34, 26, 49, 47, 8, 21, 40, 44, 10, 11]",exponential,50,,0.001,49.898239941812776,50,1000,0.005
54,0,1100.0516346049103,0,0.00017049990128725767,"[6, 48, 11, 4, 12, 31, 7, 25, 41, 18, 22, 28, 33, 15, 16, 27, 37, 20, 24, 47, 13, 10, 19, 29, 42, 45, 26, 32, 17, 44, 34, 14, 2, 43, 35, 21, 0, 3, 38, 36, 49, 30, 39, 9, 8, 23, 40, 1, 5, 46]",geometric,100,0.99,0.001,99.99982864201972,100,1000,
55,10,1105.1997552758878,19,0.047567299916408956,"[6, 48, 11, 4, 12, 31, 39, 25, 41, 18, 28, 10, 33, 15, 16, 27, 37, 24, 20, 47, 13, 22, 19, 29, 49, 45, 26, 32, 44, 17, 46, 8, 2, 43, 35, 21, 0, 3, 38, 36, 42, 30, 7, 9, 5, 23, 40, 1, 14, 34]",geometric,100,0.99,0.001,99.95220469161785,100,1000,
56,50,1005.4649508942263,95,0.09900309995282441,"[6, 1, 32, 33, 12, 47, 35, 14, 4, 3, 21, 23, 8, 15, 16, 19, 11, 20, 29, 36, 13, 22, 48, 25, 41, 45, 24, 44, 10, 5, 18, 42, 38, 26, 39, 0, 28, 46, 31, 9, 37, 30, 7, 2, 49, 17, 40, 27, 43, 34]",geometric,100,0.99,0.001,99.9005480457624,100,1000,
57,100,1244.5053582543796,188,0.15244430000893772,"[31, 14, 12, 46, 47, 43, 4, 10, 24, 34, 6, 9, 22, 25, 16, 36, 20, 28, 44, 11, 8, 30, 23, 19, 15, 27, 17, 48, 33, 39, 21, 42, 3, 26, 7, 0, 40, 1, 18, 45, 29, 5, 37, 2, 49, 41, 32, 38, 13, 35]",geometric,100,0.99,0.001,99.84690566771309,100,1000,
58,500,626.8262027773615,719,0.2676243999740109,"[23, 44, 10, 42, 34, 49, 19, 33, 47, 14, 7, 36, 18, 29, 2, 46, 4, 41, 43, 27, 26, 24, 8, 11, 32, 45, 28, 16, 40, 38, 37, 21, 12, 22, 13, 1, 30, 48, 20, 9, 35, 5, 6, 15, 39, 31, 3, 17, 0, 25]",geometric,100,0.99,0.001,99.73138989403607,100,1000,
59,1000,512.7011480127699,1240,0.4327376999426633,"[41, 16, 10, 27, 21, 49, 19, 33, 47, 14, 7, 36, 18, 29, 1, 28, 46, 23, 43, 12, 24, 26, 8, 11, 20, 45, 2, 42, 40, 38, 37, 34, 9, 13, 22, 5, 30, 48, 4, 44, 35, 32, 15, 6, 39, 31, 3, 0, 25, 17]",geometric,100,0.99,0.001,99.56602846761044,100,1000,
60,0,1100.0516346049103,0,0.0001778999576345086,"[6, 48, 11, 4, 12, 31, 7, 25, 41, 18, 22, 28, 33, 15, 16, 27, 37, 20, 24, 47, 13, 10, 19, 29, 42, 45, 26, 32, 17, 44, 34, 14, 2, 43, 35, 21, 0, 3, 38, 36, 49, 30, 39, 9, 8, 23, 40, 1, 5, 46]",arithmetic,100,0.0001,0.001,99.99999998221,100,1000,
